category,hotel,value,name
cleanliness,73706,2.8,BEST WESTERN Airport Inn
cleanliness,74669,3.8,Sleep Inn North
cleanliness,73805,3.7,BEST WESTERN Phoenix I-17 MetroCenter Inn
cleanliness,73855,3.7,Hyatt Regency Phoenix
cleanliness,74548,3.5,Marriott Phoenix Airport
cleanliness,73862,3.3,La Quinta Inn Phoenix North
cleanliness,74590,4.7,Courtyard by Marriott Phoenix Airport
cleanliness,74826,4.3,Courtyard by Marriott Phoenix Camelback
cleanliness,73787,4.5,Holiday Inn & Suites Phoenix Airport North
cleanliness,73810,3.6,Hampton Inn Phoenix Midtown (Downtown Area)
cleanliness,74545,3.9,Residence Inn Phoenix Airport
cleanliness,73739,3.7,BEST WESTERN PLUS InnSuites Phoenix Hotel & Suites
cleanliness,119351,3.2,Homewood Suites by Hilton Phoenix - Biltmore
cleanliness,277997,3.4,Pointe Hilton Tapatio Cliffs Resort
cleanliness,74624,4.4,Hampton Inn Phoenix-Biltmore
cleanliness,119356,3.7,Hampton Inn Phoenix Airport North
cleanliness,729371,4.7,Hilton Garden Inn Phoenix North Happy Valley
cleanliness,115483,3.4,Hampton Inn & Suites Phoenix Airport South
cleanliness,313465,2.5,Super 8 Phoenix Downtown
cleanliness,74834,3.3,Comfort Suites Phoenix / MetroCenter
cleanliness,223273,4.5,Holiday Inn Express Phoenix Downtown
cleanliness,224733,3.1,Candlewood Suites Phoenix
cleanliness,1174692,4.6,Aloft Phoenix-Airport
cleanliness,112179,4.1,The Ritz-Carlton Phoenix
cleanliness,115482,4.0,DoubleTree Suites by Hilton Phoenix
cleanliness,118778,3.9,Holiday Inn Express Chandler - Phoenix
cleanliness,866697,3.7,Residence Inn Phoenix North/Happy Valley
cleanliness,754229,4.2,Hyatt Place Phoenix - North
cleanliness,866698,4.8,Courtyard Phoenix North / Happy Valley
cleanliness,240682,4.4,Fairfield Inn & Suites - Phoenix
cleanliness,1158679,4.7,Residence Inn Phoenix Desert View at Mayo Clinic
cleanliness,119353,4.1,Homewood Suites by Hilton Phoenix-Metro Center
cleanliness,112154,3.5,Embassy Suites Hotel Phoenix Biltmore
cleanliness,677854,4.7,Courtyard by Marriott Phoenix West/Avondale
cleanliness,74626,4.1,Legacy Golf Resort
cleanliness,816807,4.5,Americas Best Value Inn - Downtown Phoenix
cleanliness,119363,3.8,Country Inn & Suites Deer Valley
cleanliness,634649,4.6,La Quinta Inn & Suites Phoenix I-10 West
cleanliness,73757,4.3,Renaissance Phoenix Downtown
cleanliness,74845,2.6,Comfort Inn West
cleanliness,1201061,4.9,Homewood Suites Phoenix North - Happy Valley
cleanliness,1657449,4.8,Holiday Inn Hotel & Suites Phoenix Airport
cleanliness,1485459,4.9,Homewood Suites Phoenix Airport South
cleanliness,1176581,4.7,Hilton Garden Inn Phoenix Airport North
cleanliness,74927,2.9,La Quinta Inn & Suites Phoenix Chandler
cleanliness,223035,4.0,Hilton Garden Inn Phoenix Airport
cleanliness,286542,4.7,Marriott's Canyon Villas
cleanliness,2627745,4.9,Hotel Palomar Phoenix - a Kimpton Hotel
cleanliness,2015227,4.9,Westin Phoenix Downtown
cleanliness,225578,4.2,Hampton Inn Phoenix/Anthem
cleanliness,564652,3.4,Radisson Hotel Phoenix Airport
cleanliness,1200121,4.8,Hampton Inn & Suites Phoenix North / Happy Valley
cleanliness,73923,4.5,Drury Inn & Suites Phoenix Airport
cleanliness,1147292,4.6,Sheraton Phoenix Downtown Hotel
cleanliness,223860,4.6,JW Marriott Desert Ridge Resort & Spa Phoenix
cleanliness,119365,3.8,Budget Lodge Downtown Phoenix
cleanliness,1605022,4.6,Drury Inn & Suites Happy Valley
cleanliness,73947,3.1,Sheraton Crescent Hotel
cleanliness,122715,4.0,Omni Dallas Hotel at Park West
cleanliness,3432111,4.8,NYLO Dallas South Side
cleanliness,98728,3.3,The Westin Galleria Dallas
cleanliness,98609,4.4,Hotel Indigo Dallas Downtown
cleanliness,109345,4.5,Hotel Lumen - a Kimpton Hotel
cleanliness,585414,3.9,Hyatt Regency DFW
cleanliness,109353,3.9,Staybridge Suites Dallas - Addison
cleanliness,98606,3.4,The Fairmont Dallas
cleanliness,114942,3.2,Adolphus Hotel
cleanliness,224228,3.3,Homewood Suites Dallas-Market Center
cleanliness,659532,4.7,Ritz-Carlton Dallas
cleanliness,109456,4.4,Wyndham Dallas Love Field
cleanliness,1493264,4.7,Holiday Inn Express Hotel & Suites Dallas (Galleria Area)
cleanliness,109367,4.6,Dallas Marriott Suites Medical/Market Center
cleanliness,109335,4.6,Hawthorn Suites by Wyndham Dallas Park Central
cleanliness,98733,3.6,Embassy Suites Hotel Dallas Love Field
cleanliness,622920,3.7,Maple Manor Hotel
cleanliness,114948,4.6,Luxe Stoneleigh Hotel & Spa
cleanliness,109571,3.8,La Quinta Inn & Suites Dallas Addison Galleria
cleanliness,109487,3.3,BEST WESTERN Cityplace Inn
cleanliness,98638,4.1,Doubletree Dallas Near the Galleria
cleanliness,109438,3.6,Residence Inn Dallas Central Expressway
cleanliness,217721,4.3,Hilton Dallas Park Cities
cleanliness,98644,3.6,Embassy Suites Hotel Dallas - Park Central Area
cleanliness,111538,3.9,Cooper Hotel & Conference Center
cleanliness,98719,3.3,Sheraton Suites Market Center
cleanliness,109412,3.0,InterContinental Dallas
cleanliness,109474,2.6,Holiday Inn Express Hotel & Suites Dallas Park Central Northeast
cleanliness,224240,3.4,HYATT house Dallas/Lincoln Park
cleanliness,109371,3.7,Holiday Inn Express Hotel & Suites Dallas/Stemmons Fwy(I-35 E)
cleanliness,109426,3.7,Springhill Suites Dallas Downtown West End
cleanliness,109427,3.9,Extended Stay Deluxe - Dallas - Market Center
cleanliness,98640,3.4,DoubleTree by Hilton Hotel Dallas - Campbell Centre
cleanliness,98647,2.5,Embassy Suites Hotel Dallas-Market Center
cleanliness,124066,3.0,Ramada Limited Addison
cleanliness,239867,3.5,BEST WESTERN PLUS Northwest Inn & Suites
cleanliness,98690,3.0,Motel 6 - Dallas - Market Center
cleanliness,109352,2.3,Budget Suites of America-Dallas
cleanliness,224237,1.0,InTown Suites Dallas / Market Center
cleanliness,1994522,2.0,Royal Inn Dallas NW
cleanliness,244325,2.5,Motel 6 Dallas Northeast
cleanliness,109479,1.5,Days Inn & Suites
cleanliness,109407,3.2,Super 8 Dallas/East
cleanliness,223056,1.0,Motel 6 Dallas Southwest
cleanliness,260923,1.3,InTown Suites Dallas North / Plano
cleanliness,1631539,1.0,Budget Inn
cleanliness,98653,2.1,Executive Inn
cleanliness,109062,1.7,Days Inn Dallas DFW
cleanliness,589369,3.7,Carefree Inn Dallas
cleanliness,109455,1.3,Suburban Extended Stay
cleanliness,109277,1.0,Econo Lodge Dallas Airport North
cleanliness,98663,1.6,Howard Johnson Inn - Dallas
cleanliness,2043022,3.0,Motel 6 - Dallas - Fair Park
cleanliness,109471,1.0,Deluxe Inn
cleanliness,109309,2.5,Super 8 Dallas
cleanliness,224222,2.1,Suburban Extended Stay Dallas
cleanliness,224236,2.2,InTown Suites Dallas Northeast
cleanliness,109379,2.4,Sterling Hotel
cleanliness,98652,1.0,Americas Best Value Inn
cleanliness,98666,2.5,Quality Inn Dallas Market Center
cleanliness,98664,2.1,Radisson Hotel Dallas East
cleanliness,209356,3.2,Holiday Inn Select Dallas Central (North Park Area)
cleanliness,98623,2.2,Super 8 Dallas/Love Field/Mkt Ctr Area
cleanliness,109075,5.0,Terra Cotta Inn
cleanliness,224235,1.9,Studio 6 Dallas Northeast
cleanliness,1147227,2.0,NATIONAL AT 2929 WYCLIFF
cleanliness,656704,0.0,Delux Inn Express & Suites
cleanliness,1175089,4.0,SuperMedia Hotel and Conference Center
cleanliness,98617,1.8,Americas Best Value Inn & Suites-North Dallas
cleanliness,98657,2.9,Studio 6 Dallas-Richardson/North
cleanliness,1214715,2.9,Holiday Inn Express Dallas East
cleanliness,1474749,4.0,Inn of the Dove
cleanliness,258628,3.4,Sun Suites Of Dallas
cleanliness,98721,2.4,Motel 6 Dallas - Forest Lane
cleanliness,557588,3.5,Sleep Inn Addison
cleanliness,239871,2.6,Studio 6 Dallas Northwest
cleanliness,98695,2.1,Hotel Dallas Mockingbird
cleanliness,217717,1.9,Homestead Studio Suites - Dallas - North - Park Central
cleanliness,98713,2.1,Days Inn Market Center Dallas
cleanliness,217715,3.3,Park Inn by Radisson Dallas-Love Field
cleanliness,98694,3.6,Holiday Inn Dallas Central - Park Cities
cleanliness,1176822,3.5,Days Inn & Suites Plano Medical Center/Dallas
cleanliness,109035,3.4,Extended Stay America - Dallas - Greenville Ave.
cleanliness,109453,3.3,Motel 6 Dallas
cleanliness,98675,3.3,Night Hotel North Dallas
cleanliness,122721,3.6,Ramada Dallas North Hotel and Conference Center
cleanliness,223045,3.0,Comfort Inn & Suites
cleanliness,109454,3.0,Hotel Lawrence
cleanliness,98627,3.7,Courtyard by Marriott Dallas LBJ at Josey
cleanliness,109389,2.9,Fairfield Inn Dallas Market Center
cleanliness,73644,3.6,BEST WESTERN Market Center
cleanliness,611182,4.2,La Quinta Inn Dallas LBJ/Central
cleanliness,109039,2.6,Candlewood Suites Dallas Park Central
cleanliness,98622,3.6,SpringHill Suites NW Hwy at Stemmons/I-35E
cleanliness,109399,3.4,Comfort Inn & Suites Market Center
cleanliness,98678,2.3,Howard Johnson Inn - Dallas
cleanliness,109493,3.1,Candlewood Suites - Dallas by the Galleria
cleanliness,98628,2.8,Courtyard by Marriott NW Hwy at Stemmons/I-35E
cleanliness,109325,3.0,Comfort Suites Park Central
cleanliness,656305,4.0,Americas Best Value Inn
cleanliness,98704,3.9,Knights Inn Market Center
cleanliness,1221734,3.6,Days Inn North Dallas Hotel
cleanliness,223632,2.2,Motel 6 Park Central
cleanliness,98712,2.9,AmeriGold Suites
cleanliness,109339,3.9,Homestead Studio Suites - Dallas - Plano
cleanliness,109391,3.3,Wingate by Wyndham Dallas / Love Field
cleanliness,98730,4.2,Holiday Inn Dallas Market Center
cleanliness,98631,2.8,Crowne Plaza Dallas Market Center
cleanliness,98685,3.5,La Quinta Inn Dallas East (I-30)
cleanliness,224241,3.4,Hilton Garden Inn Dallas/Market Center
cleanliness,98686,3.9,La Quinta Inn & Suites Dallas North Central
cleanliness,217716,2.1,Homestead Studio Suites - Dallas - North Addison - Tollway
cleanliness,223887,4.3,Residence Inn Dallas Park Central
cleanliness,109347,4.3,La Quinta Inn & Suites Dallas I-35 Walnut Hill Ln
cleanliness,652607,4.1,Doubletree by Hilton Dallas Market Center
cleanliness,98683,3.8,La Quinta Inn Dallas Uptown
cleanliness,122699,2.9,Hyatt Place Dallas-North
cleanliness,223053,2.8,BEST WESTERN PLUS Dallas Hotel & Conference Center
cleanliness,1218038,4.3,Dallas Addison Marriott Quorum By the Galleria
cleanliness,109789,4.1,Ramada-Dallas Love Field
cleanliness,98717,3.0,The Westin Park Central
cleanliness,109351,3.9,Courtyard by Marriott Dallas Central Expressway
cleanliness,98639,3.1,Sheraton Dallas Hotel by the Galleria
cleanliness,1235854,4.6,Comfort Suites Dallas
cleanliness,98651,4.2,Hampton Inn Dallas North / I-35 East At Walnut Hill
cleanliness,98641,3.3,Hilton Dallas Lincoln Centre
cleanliness,1657223,4.8,Holiday Inn Express Hotel & Suites Dallas West
cleanliness,224227,4.6,Homewood Suites by Hilton Dallas - Park Central Area
cleanliness,224218,3.4,Embassy Suites Dallas - Near the Galleria
cleanliness,98650,4.1,Crowne Plaza Hotel Dallas Downtown
cleanliness,543081,2.4,Extended Stay America - Dallas - North - Park Central
cleanliness,109374,3.2,Residence Inn Dallas Market Center
cleanliness,601262,4.0,Belmont Hotel
cleanliness,98679,4.0,Hyatt Regency Dallas
cleanliness,224130,4.1,HYATT house Dallas/Uptown
cleanliness,109370,3.7,Courtyard by Marriott Dallas Market Center
cleanliness,98634,4.4,Wyndham Dallas Suites - Park Central
cleanliness,109334,3.6,Fairfield Inn Dallas Park Central
cleanliness,109452,3.0,MCM Elegante Hotel and Suites
cleanliness,98731,4.1,Hilton Anatole
cleanliness,259593,4.3,Hotel ZaZa Dallas
cleanliness,98655,4.2,Hawthorn Suites by Wyndham Dallas Love Field
cleanliness,1526976,4.5,Aloft Dallas Downtown
cleanliness,258626,4.1,Le Meridien Dallas by the Galleria
cleanliness,600113,4.1,W Dallas Victory Hotel
cleanliness,109336,3.5,Hyatt Place Dallas / Park Central
cleanliness,280902,3.8,Dallas Marriott City Center
cleanliness,109231,3.6,Fairfield Inn Dallas North
cleanliness,111530,3.9,Sheraton Dallas Hotel
cleanliness,98629,4.2,Rosewood Crescent Hotel
cleanliness,1845655,4.9,Hampton Inn & Suites Dallas/Cockrell Hill I-30
cleanliness,109413,3.1,The Magnolia Hotel Dallas
cleanliness,109468,4.7,Baymont Inn & Suites Dallas Love Field
cleanliness,98710,3.8,Renaissance Dallas Hotel
cleanliness,2192761,4.7,Omni Dallas Hotel
cleanliness,98727,4.0,Warwick Melrose Hotel Dallas
cleanliness,109404,2.9,Candlewood Suites - Dallas Market Center
cleanliness,1113787,4.7,The Joule - Dallas
cleanliness,98726,4.2,Rosewood Mansion on Turtle Creek
cleanliness,2280220,4.9,La Quinta Inn & Suites Dallas Love Field
cleanliness,602600,4.7,Hotel Palomar Dallas - a Kimpton Hotel
cleanliness,122703,4.8,Grand Hyatt DFW
cleanliness,123562,4.2,Dolce Hayes Mansion
cleanliness,120159,3.5,Red Roof Inn - Southpoint
cleanliness,813034,4.5,Holiday Inn Jacksonville E 295 Baymeadows
cleanliness,816774,4.3,Microtel Inn & Suites by Wyndham Jacksonville Airport
cleanliness,656530,4.7,Hampton Inn Jacksonville-I-295 East/Baymeadows
cleanliness,247710,3.6,Wingate by Wyndham Jacksonville / Mayo Clinic Area
cleanliness,120174,4.5,Hilton Garden Inn Jacksonville JTB / Deerwood Park
cleanliness,866480,4.6,SpringHill Suites Jacksonville Airport
cleanliness,88401,3.6,Fairfield Inn Jacksonville Airport
cleanliness,261234,3.7,Wingate by Wyndham Jacksonville Airport
cleanliness,1503358,4.7,Hampton Inn & Suites Beach Boulevard/Mayo Clinic Area
cleanliness,120161,3.1,Red Roof Inn Jacksonville - Orange Park
cleanliness,1165021,3.9,Holiday Inn Express & Suites Jacksonville - Blount Island
cleanliness,84656,3.2,BEST WESTERN Hotel JTB / Southpoint
cleanliness,553883,4.6,Homewood Suites by Hilton Jacksonville-South/St. Johns Ctr.
cleanliness,120135,3.7,Jameson Inn
cleanliness,84655,3.5,Omni Jacksonville Hotel
cleanliness,659250,4.6,Comfort Suites Jacksonville I-295
cleanliness,1415635,4.6,Holiday Inn Express Hotel & Suites Jacksonville - Mayport / Beach
cleanliness,1174688,3.9,Aloft Jacksonville Airport
cleanliness,1025998,4.6,Holiday Inn Express Hotel & Suites Chaffee
cleanliness,1026989,4.2,Value Place Merill Rd
cleanliness,217076,3.6,Days Inn Jacksonville South
cleanliness,84659,2.9,EconoLodge
cleanliness,84644,3.3,Super 8 Motel Jacksonville
cleanliness,84653,3.9,Super 8 Jacksonville South
cleanliness,84658,3.0,Wyndham Jacksonville Riverwalk
cleanliness,1024967,4.3,Country Inn & Suites Jacksonville West
cleanliness,88416,3.2,Hampton Inn Jacksonville - I-95 South
cleanliness,88425,3.1,Extended Stay Deluxe - Jacksonville - Butler Blvd.
cleanliness,84647,2.5,Embassy Suites Hotel Jacksonville - Baymeadows
cleanliness,295756,3.5,Hampton Inn Jacksonville East Regency Square
cleanliness,84650,2.4,Quality Inn Conference Center
cleanliness,88468,4.3,Candlewood Suites - Jacksonville
cleanliness,120170,2.6,La Quinta Inn Jacksonville Baymeadows
cleanliness,88451,3.1,Howard Johnson Inn and Suites Jacksonville
cleanliness,120158,1.1,Regency Inn Jacksonville
cleanliness,84635,1.9,Quality Inn & Suites Baymeadows
cleanliness,564631,1.6,Country Hearth Inn Jacksonville Airport
cleanliness,88405,1.6,Baymeadows Inn & Suites
cleanliness,243711,2.0,Motel 6 Jacksonville - Orange Park
cleanliness,120106,1.6,Motel 6 Jacksonville Airport
cleanliness,120157,1.0,Scottish Inn
cleanliness,88429,0.9,Stars Rest Inn
cleanliness,120128,1.5,Super 8 Jacksonville/Orange Park
cleanliness,84664,2.6,Studio 6 Jacksonville - Baymeadows
cleanliness,88449,1.2,Budget Inn
cleanliness,88447,1.8,Econo Lodge - Jacksonville
cleanliness,120109,1.5,Microtel Inn & Suites by Wyndham Jacksonville/Near Butler Blvd
cleanliness,239840,2.1,Suburban Extended Stay Hotel of Jacksonville / Baymeadows
cleanliness,226993,2.6,Homestead Studio Suites - Jacksonville - Baymeadows
cleanliness,2296144,1.0,Best USA Inn
cleanliness,88436,4.0,Homestead Studio Suites - Jacksonville - Salisbury Rd. - Southpoint
cleanliness,84660,0.5,Red Carpet Inn
cleanliness,1164991,2.2,Homestead Studio Suites - Jacksonville - Southside - St. Johns Towne Center
cleanliness,656584,3.4,Comfort Suites Jacksonville
cleanliness,120167,2.8,Motel 6 Jacksonville Southeast
cleanliness,88403,2.7,Jacksonville Airport Hotel
cleanliness,555377,1.0,Executive Inn
cleanliness,88419,2.0,Extended Stay America - Jacksonville - Riverwalk
cleanliness,88463,2.0,Extended Stay America - Jacksonville - Butler Blvd.
cleanliness,84617,0.8,America's Best Inn Jacksonville
cleanliness,224590,4.3,Hilton Garden Inn Jacksonville Airport
cleanliness,88440,2.7,La Quinta Inn Jacksonville Orange Park
cleanliness,256866,2.4,Sun Suites Of Jacksonville
cleanliness,268199,2.8,Travelodge Inn & Suites Jacksonville Airport
cleanliness,120131,2.3,Kings Inn
cleanliness,88456,2.7,Holiday Inn Jacksonville - I-95 & Baymeadows
cleanliness,120171,3.1,Super 8 Jacksonville Central
cleanliness,294735,2.7,Knights Inn Jacksonville
cleanliness,84637,1.8,Jaxport Inn
cleanliness,84626,3.5,River City Inn
cleanliness,120141,0.0,The Beach Landing Motel
cleanliness,88444,0.0,Diamond Inn Motel Jacksonville West
cleanliness,120124,2.3,The Inn at Mayo Clinic
cleanliness,88400,3.4,BEST WESTERN Jacksonville Airport
cleanliness,120160,2.4,Red Roof Inn - Jacksonville Airport
cleanliness,88423,3.3,Extended Stay Deluxe - Jacksonville - Deerwood Park
cleanliness,120153,2.9,SpringHill Suites Jacksonville / Deerwood
cleanliness,84649,3.6,Quality Inn Of Orange Park
cleanliness,1946045,4.0,Aloft Jacksonville Tapestry Park
cleanliness,1235779,4.2,Candlewood Suites East Merril Road
cleanliness,1235363,4.1,BEST WESTERN PLUS Cecil Field Inn & Suites
cleanliness,88465,3.9,Courtyard by Marriott Jacksonville Butler Boulevard
cleanliness,1819974,3.8,Holiday Inn Express Jacksonville East
cleanliness,120111,4.0,Jacksonville Plaza Hotel & Suites
cleanliness,252242,2.8,Hospitality Inn
cleanliness,88408,3.4,Ramada Conference Center Mandarin
cleanliness,84642,4.3,Radisson Jacksonville Butler Boulevard
cleanliness,84636,3.2,Courtyard Jacksonville Mayo Clinic/Beaches
cleanliness,88398,4.3,Crowne Plaza Jacksonville Airport Hotel
cleanliness,120117,3.8,Residence Inn Jacksonville Airport
cleanliness,88406,3.7,Residence Inn Jacksonville Butler Boulevard
cleanliness,88395,2.6,La Quinta Inn Jacksonville Airport North
cleanliness,1164378,4.3,TownePlace Suites by Marriott Jacksonville Butler Boulevard
cleanliness,226846,4.1,Comfort Suites Baymeadows
cleanliness,88402,3.6,Courtyard by Marriott Jacksonville Airport/Northeast
cleanliness,120147,2.2,Quality Inn Airport
cleanliness,88410,3.1,Homewood Suites by Hilton Jacksonville
cleanliness,84661,3.2,Residence Inn Jacksonville Baymeadows
cleanliness,88417,4.0,Hampton Inn Jacksonville-Downtown-I-95
cleanliness,1450901,4.6,Homewood Suites by Hilton Jacksonville Downtown/Southbank
cleanliness,88460,3.2,Crowne Plaza Jacksonville Riverfront Hotel
cleanliness,120123,3.9,Hyatt Regency Jacksonville Riverfront
cleanliness,610906,4.6,Hampton Inn & Suites Jacksonville-Airport
cleanliness,120138,3.2,Comfort Suites Airport
cleanliness,88442,3.4,La Quinta Inn & Suites Jacksonville Butler Blvd
cleanliness,514468,4.5,Hampton Inn I-10 West Jacksonville
cleanliness,1450903,4.6,Hilton Garden Inn Jacksonville Downtown/Southbank
cleanliness,1127473,4.3,Sheraton Jacksonville
cleanliness,1176973,4.7,Four Points by Sheraton Jacksonville Baymeadows
cleanliness,120186,3.9,La Quinta Inn & Suites Jacksonville Mandarin
cleanliness,84654,3.5,Jacksonville Marriott
cleanliness,120177,3.6,Country Inn & Suites By Carlson - Jacksonville
cleanliness,223246,3.8,Holiday Inn Express Jacksonville
cleanliness,88458,3.7,Holiday Inn Express Hotel & Suites Jacksonville South
cleanliness,472259,4.8,Hampton Inn & Suites Jacksonville-Southside Blvd-Deerwood Pk
